,emotion,plutchik,selection0,selection1,label
1936,"['good', 'awe', 'cool', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Then, he waited.",It flipped out sideways like a knife.,1
1937,['happy'],"{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Steve walked around, smiling blissfully.","When Jill got home, she got in lots of trouble.",0
1938,"['none', 'happy', 'worried']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The whole building was consumed.,Tom's company got a new general manager.,1
1939,"['proud', 'happy', 'free', 'calm', 'interested', 'relieved', 'excited']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",This was the first time she had a place all to herself.,Ron can't choose weather to go out with the boys or his girlfriend.,0
1940,"['none', 'hopeful', 'worried', 'flustered']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One time I got to play during a football game.,He had a friend call his phone in an attempt of finding it.,1
1941,"['relief', 'happiness', 'relieved', 'free', 'liberated', 'pleased']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","In the morning, Ray was relieved to have forgotten the annoying tune.",They stuffed them all in the washing machine.,0
1942,"['bad', 'uninspired', 'disappointed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One day the money ran out on this kind of thing.,Halloween is coming around the corner and I don't have any plans.,1
1943,"['Happy', 'joyous', 'competent']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It was much further away then she thought it was.,He got a call the next day saying he got the role.,1
1944,"['different', 'like an oddball', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",But Sue was looking for shells with holes in them.,The viewers hoped there would be a season 2.,0
1945,"['wistful', 'happy', 'nostalgic', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The band contacted him two months before the wedding.,This was way back when I was in high school.,1
1946,"['relaxed', 'happy', 'none', 'thrilled']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One day our teacher gave us assignment to be submitted the next day.,He rents a nice little log cabin next to the water.,1
1947,"['nervous', 'scared']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His favourite event was wheelchair rugby.,She wanted to sing but was very nervous about performing.,1
1948,"['determined', 'excited', 'creative', 'none']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Kelly wanted to build a treehouse.,He went to Walmart to buy groceries.,0
1949,"['afraid', 'scared', 'Shocked', 'scared silly']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The movie was terrifying!,The lady was upset there were only 10 available.,0
1950,"['none', 'excited']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She and her husband decide to have a baby.,The choice of his meal was obvious.,0
1951,"['Peaceful', 'excited', 'impatient', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She decided to sponsor a poor child in Africa.,I was eager to return home to continue reading.,1
1952,"['Sad', 'Angry', 'upset', 'dumb']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 1}",Her first assignment was to feed the penguins.,She put her jeans into the washing machine and then dried them.,1
1953,"['none', 'Betrayed', 'determined']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Donna confesses her love once again.,Everyone was enjoying their food.,0
1954,"['proud', 'happy', 'competent', 'interested', 'good']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She talked about her numerous allergies.,The publisher read his book and liked it.,1
1955,"['none', 'coordinated', 'focused', 'orderly', 'anticipation', 'eager']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","On delivery day, Jim waited outside his shop for the bread man.",The restaurant was closed so she went next door.,0
1956,"['happy', 'content', 'helpful', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When her dad helped, she got things going.",When I got to school people were coughing.,0
1957,"['none', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Jerry had shut down a tree in his yard but he still had a stump.,ITunes lets you download your purchases onto the new phone.,0
1958,"['gross', 'dirty', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 3, 'anger': 0, 'anticipation': 0}",He saw the wet spot on the floor.,It has been several days since he has showered.,1
1959,"['Sad', 'bashful', 'ashamed', 'sad', 'bad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",But she could not afford any fancy clothing to wear.,His father came out and warned him not to do it.,0
1960,"['happy', 'excited', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He raced home to see himself on the news.,She ran home to put it into the freezer.,0
1961,"['excited', 'curious', 'skeptical', 'surprised', 'none', 'happy', 'proud', 'supportive', 'comfortable', 'interested', 'cooperative']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Justin was in a hurry to get home.,He was a talent agent.,1
1962,"['angry', 'bothered', 'guilty', 'sorry', 'emarressed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Bart's sister emerged an hour later, rather annoyed.",The lawyer did things behind the scenes.,0
1963,"['determined', 'driven', 'inferior', 'dedicated']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He worked out hard for three years.,I ate healthy and got plenty of rest too.,0
1964,"['persistent', 'dedicated', 'hurt', 'upset']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}","Over a bucket of chicken, they laughed, shared, and felt like family.",She continued to cook afterwards although her eye was still in pain.,1
1965,"['worried', 'nervous', 'none', 'afraid', 'fear', 'determined']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He offered to buy her a beer after the show.,But my friend left his homework at home.,1
1966,"['terrified', 'scared', 'shocked', 'upset', 'panic', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",When I got home I started making the pizza.,He panicked as he had to speak at a big meeting that day.,1
1967,"['funny', 'joy', 'angry', 'calm', 'interested', 'surprised', 'confused', 'happy', 'excited', 'embarassed', 'copied']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He is very happy to have read a science fiction novel.,Six of his friends had the same idea.,1
1968,"['cheated', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",Carla heard a resident was moving out a first floor apartment.,She sent an email to tech support.,1
1969,"['none', 'grateful', 'happy', 'surprised', 'elated']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Then I had to learn how to deal with boat wakes.,Ryan was so happy when the neighbor called to return his dog.,1
1970,"['Joy', 'happy', 'excited', 'joy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Now Venita is much happier.,They struck up a conversation.,0
1971,"['happy', 'nervous', 'EXCITED', 'none', 'apprehensive', 'curious', 'eager', 'welcoming', 'surprised']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I was walking to my class.,The room had several people that greeted us.,1
1972,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ted was Jane's 10 year old poodle.,He is in the army now just like his father.,0
1973,"['none', 'scared', 'fear and disturb', 'afraid of the snake that he just saw in his grass and is unsure how to approach it.']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",There was a snake in the grass.,Ben woke up to the sound of birds chirping.,0
1974,"['none', 'shy', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Kelley couldn't wait to go back.,Rebecca also had stage fright and was too scared to show anyone.,1
1975,"['shocked', 'tempted', 'interested', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He hurried to get ready.,My friends offered me cocaine.,1
1976,"['bored', 'hot', 'scared', 'uncomfortable']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Kate was bored and hot during a blackout.,I was very bored on a rainy day.,0
1977,"['Excited', 'Joyful', 'happy', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He stopped at the gas station.,I am happy we are together again.,1
1978,['determined'],"{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She spent three months eating healthy and exercising.,"To her surprise, she found it delicious!",0
1979,"['trust', 'Unhappy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was terrible at it.,"Soon, she was flying down the path.",0
1980,"['sad', 'disappointed', 'let down', 'Dissapointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",This made her very sad because she was looking forward to the game.,John decides he would like to get a cup of coffee.,0
1981,"['silly', 'hurt', 'VERY SAD', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Tom was a boxer.,I fell out of a 3 foot high tree.,1
1982,"['none', 'disappointed', 'nervous', 'prepared']","{'joy': 1, 'trust': 2, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Then some people in town fell off a cliff while playing Pokemon Go.,His dad had been very strict about him knowing all the rules.,1
1983,['curious'],"{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He wondered how he should.,Tina wanted to be sure she had the perfect wedding dress.,0
1984,"['none', 'excited', 'resourceful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She stared at the person watching.,John bought Windows.,1
1985,"['disappointed', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I tried on several different pairs.,We could not find any that fit.,1
1986,"['disgusted', 'impressed', 'friendly', 'proud', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",He said that it's most made of crabs and turtles.,Elaine needed to find a time that would be suitable for walking.,0
1987,"['enjoyed', 'happy', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","While she was in the shower, he went through her phone.",I went to a party.,1
1988,"['loathsome', 'sad', 'angry', 'slighted by the attitude']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 2, 'anger': 2, 'anticipation': 0}",I mumbled under my breath that I agree.,"Finally, she poured the batter into muffin cups.",0
1989,"['amused', 'happy', 'curious', 'interested', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tom's three friends went broke and wondered how Tom did not.,His wife came home with a new brandy she saw in the market.,1
1990,"['none', 'proud', 'accomplished', 'inspired']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She started baking while simultaneously helping customers.,They worked their way up to ten miles.,1
1991,"['worried', 'scared', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I didn't know anyone or what to do.,The whole valley lay out before us in all its beauty.,0
1992,"['relieved', 'overreacting', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He is happy that he had something to get him through the first day.,The ride actually wasn't as bad as he thought.,1
1993,"['pleased', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He held me on his lap, but I kept getting down.","Veronica was pleased with her hair color, after all it was green.",1
1994,"['shocked', 'surprised']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It was a present of a car.,Ray was overweight.,0
1995,"['none', 'scared', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kurt hoped the meeting would end soon so that he could go home to bed.,"While in the crypt, Marissa asked constantly to leave.",1
1996,"['none', 'grateful', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They send the man his money.,He played video games to busy himself.,0
1997,"['none', 'anger', 'frustration', 'sadness', 'upset', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}","As a result, Eliza decided to not speak to her.",Alex went to the kitchen to have breakfast.,0
1998,"['proud', 'competent']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her timing got better and better.,She asked her friend Tim to teach her how to do it.,0
1999,"['none', 'grief', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She had made an apple pie.,Her and her husband tried for several years but had no luck.,1
2000,"['proud', 'JOYFUL', 'excited', 'determined', 'happy', 'annoyed', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",We will play again tonight.,She hoped there would be enough wind to fly it.,0
2001,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Succulents are easy to take care of.,Allie would be missing the episode.,0
2002,"['pained', 'sore', 'surprised', 'none']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}","The games were short, as each player had five minutes.",Suddenly he felt a sharp pinch.,1
2003,"['ready', 'expectant', 'exuberant']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She reached into her pocket to find her glasses to help her see.,His was falling apart.,0
2004,"['none', 'Happy', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He did crafts every day while he was at the camp.,"He is very friendly, especially to kids.",0
2005,"['none', 'enraged', 'mad', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}","With the next swing, he recovered and put the ball on the green.",John slammed the game controller onto the ground.,1
2006,"['very happy', 'Happy', 'famous', 'none', 'awe', 'intrigued', 'educated']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom had lost quite a bit of weight.,Jennifer's favorite author was Voltaire.,1
2007,"['Determined', 'hopeful', 'happy', 'awkward', 'curious', 'calm', 'confused', 'anxious', 'self-concious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Unsurprisingly, it had low quality.",He walked up to a girl and smiled.,1
2008,"['upset', 'hurt', 'shocked', 'sad', 'Angry', 'Mischevious', 'funny', 'silly']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Zeus and Zeke are brothers.,Lily thought it would be funny to play a prank on her aunt.,1
2009,"['proud', 'lucky', 'pride', 'foolish', 'shocked', 'Happiness', 'regret', 'guilty', 'surprised', 'stupid']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","In 1995, I saw a lap harp in a toy store.",In Hollywood he got his first job.,1
2010,"['excited', 'happy', 'eager', 'Excited', 'none', 'Looking forward to the ride', 'Nervous about the roller coaster']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He waited with his brother in line to one of the roller coasters.,Joey heard that several people had died in the snowstorm.,0
2011,"['angry', 'annoyed', 'mad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",Kay cursed the phone for dropping at such an important part.,The bridge collapsed from the tree.,0
2012,"['fed up', 'abandoned', 'surprised', 'panicked', 'anger', 'rejected']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 2}",Sam was angry that Beth forgot to buy him beer.,They told him he needed to move out.,1
2013,"['none', 'fear', 'nervous', 'rushed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}","When she was finished with cleaning, she put her clothes on.",And my daughter rode on all the rides.,0
2014,"['frustrated', 'devastated', 'upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",However I ruined it as soon as I spilled wine on it.,Several buddies came over and dug into the guacamole.,0
2015,"['none', 'worried', 'cautious', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When he unlocked the door of his house, he could hear a dripping noise",I opened the birthday card and found a $100 dollar gift card.,0
2016,"['disappointed', 'angry', 'surprised', 'sad', 'sorry', 'worried']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","However, the owner told Cathy they damaged her shirt.",A young couple went on a walk together at dusk.,0
2017,"['Fulfilled', 'Satisfied', 'Adventrous', 'excited', 'hungry']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Bob and Jerry were coworkers at a tough job.,He found a recipe on the internet,1
2018,"['happy', 'anxious', 'indecisive', 'excited', 'anticipating', 'nervious', 'confuse', 'confused', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Norma was not sure what to get her husband for his birthday.,Kris wasn't sure what her kids wanted for Christmas.,0
2019,"['Bad', 'joy', 'frustrated', 'none', 'sorry', 'helpful', 'Happy to comfort her son', 'calm', 'relieved', 'comforted', '\\ufeff\\ufeffreassured']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",At the end of the concert my ears were still ringing from the sound!,"She explained myths and make believe, and he felt better.",1
2020,"['none', 'Frustrated', 'content', 'aggravated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}","After Cole was picked up, Alex decided to watch a movie by himself.",He went to the store and asked the owner if he knew the girl.,0
2021,"['none', 'fright', 'fear', 'scared', 'fearful']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","He was frightened, and turned around to head home.",The general told did not recommend this.,0
2022,"['annoyed', 'happy', 'surprised', 'sad', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","She called them in from play, but they dallied.",At night he shut it off and transcribed the day.,0
2023,"['none', 'depressed', 'sad', 'ashamed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Jerry had no money and was living with his parents.,He went to store and bought a number of microphones.,0
2024,"['angry', 'frustrated', 'hurt', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",He gets hit hard from behind.,Allie had a vegan friend.,0
2025,"['very loving', 'flattered', 'content', 'loved', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Steve switched to pills and feels much better.,They went to a nice restaurant instead and had a great time.,1
2026,['tired'],"{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When he was done, it had taken him all day.",Chris had been wanting to change jobs for months.,0
2027,"['none', 'excited', 'hopeful', 'nervous', 'happy', 'They decorated and repainted the room a light green', 'happiness', 'positive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They decorated and repainted the room a light green.,She hoped it was sunny.,0
2028,"['upset', 'unconfortable', 'scared', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",He called his wife to post bail for him.,After reading the label she chickened out.,1
2029,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I married a guy I met online.,He did not see anybody.,1
2030,"['excited', 'nervous', 'love']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Later, Jim picked Michaela up for their date.","Kija didn't know, but she's allergic to soy.",0
2031,"['happy', 'friendly', 'entertained', 'thrilled', 'none']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",My family has a halloween night tradition.,The chief let them all slide down the fire pole.,1
2032,"['excited.', 'hopeless', 'anticipation']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Gary could not wait for the day he got to jump out of a plane.,Johnny needed a new shirt.,1
2033,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",His mom used it as a threat whenever he acted up.,So they did rock paper scissors to see who picks.,1
2034,"['happy', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ryan caught the ball on the inbound pass.,"She had a job, but it didn't pay very much.",0
2035,"['relieved', 'unhealthy', 'shocked', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Mary was relieved to learn that Josh had two giant cavities!,I was working rather diligently.,0
2036,"['happy', 'bold']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",No one knew where it came from.,Amy carried her cell phone in her jacket pocket.,0
2037,"['sociable', 'absorbed', 'Worried', 'Happy', 'Nervous', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Maria was laying in bed trying to sleep.,And her parents regret her buying a new phone.,1
2038,"['ashamed', 'proud', 'grateful']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Amy knew the calculator had helped her a lot.,"But, my coach insisted that with hard work I could do it.",0
2039,"['thrilled', 'happy', 'excited', 'disappointed', 'mad']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jill won the coin toss.,She used it as an excuse to buy a new car.,0
2040,"['sad', 'down']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",But he felt sad as it wasn't the same.,"Lila loaded up the machine, throwing all her clothes together.",0
2041,"['comfort', 'reliability', 'creativity', 'involved', 'musically inclined', 'supported', 'useful', 'complete']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","She moped through school all day, unhappy about it.",Harris was in a band with his best friends.,1
